"Module"	"Genome"	"Pathwayperc"
"Methanogenesis, acetate => methane"	"BJP1.genes.Module.step.presence"	0
"Coenzyme M biosynthesis"	"BJP1.genes.Module.step.presence"	0
"Aminoacyl-tRNA biosynthesis, eukaryotes"	"BJP1.genes.Module.step.presence"	0
"Aminoacyl-tRNA biosynthesis, prokaryotes"	"BJP1.genes.Module.step.presence"	0
"Nucleotide sugar biosynthesis, eukaryotes"	"BJP1.genes.Module.step.presence"	0
"Nucleotide sugar biosynthesis, prokaryotes"	"BJP1.genes.Module.step.presence"	0
"EHEC pathogenicity signature, Shiga toxin"	"BJP1.genes.Module.step.presence"	0
"C10-C20 isoprenoid biosynthesis, bacteria"	"BJP1.genes.Module.step.presence"	0
"C10-C20 isoprenoid biosynthesis, archaea"	"BJP1.genes.Module.step.presence"	0
"C10-C20 isoprenoid biosynthesis, plants"	"BJP1.genes.Module.step.presence"	0
"C10-C20 isoprenoid biosynthesis, non-plant eukaryotes"	"BJP1.genes.Module.step.presence"	0
"Ethylene biosynthesis, methionine => ethylene"	"BJP1.genes.Module.step.presence"	0
"Cyanogenic glycoside biosynthesis, tyrosine => dhurrin"	"BJP1.genes.Module.step.presence"	0
"Glucosinolate biosynthesis, tryptophan => glucobrassicin"	"BJP1.genes.Module.step.presence"	0
"Castasterone biosynthesis, campesterol => castasterone"	"BJP1.genes.Module.step.presence"	0
"Abscisic acid biosynthesis, beta-carotene => abscisic acid"	"BJP1.genes.Module.step.presence"	0
"Ethylmalonyl pathway"	"BJP1.genes.Module.step.presence"	0
"Dicarboxylate-hydroxybutyrate cycle"	"BJP1.genes.Module.step.presence"	0
"Hydroxypropionate-hydroxybutylate cycle"	"BJP1.genes.Module.step.presence"	0
"3-Hydroxypropionate bi-cycle"	"BJP1.genes.Module.step.presence"	0
"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)"	"BJP1.genes.Module.step.presence"	0
"F420 biosynthesis"	"BJP1.genes.Module.step.presence"	0
"SCF-MET30 complex"	"BJP1.genes.Module.step.presence"	0
"SCF-BTRC complex"	"BJP1.genes.Module.step.presence"	0
"SCF-SKP2 complex"	"BJP1.genes.Module.step.presence"	0
"SCF-FBS complex"	"BJP1.genes.Module.step.presence"	0
"ECV complex"	"BJP1.genes.Module.step.presence"	0
"Cul3-SPOP complex"	"BJP1.genes.Module.step.presence"	0
"Cul4-DDB1-DDB2 complex"	"BJP1.genes.Module.step.presence"	0
"Cul4-DDB1-CSA complex"	"BJP1.genes.Module.step.presence"	0
"SCF-FBW7 complex"	"BJP1.genes.Module.step.presence"	0
"ECS complex"	"BJP1.genes.Module.step.presence"	0
"APC/C complex"	"BJP1.genes.Module.step.presence"	0
"Exosome, archaea"	"BJP1.genes.Module.step.presence"	1
"Exosome, eukaryotes"	"BJP1.genes.Module.step.presence"	1
"Ski complex"	"BJP1.genes.Module.step.presence"	0
"TRAMP complex"	"BJP1.genes.Module.step.presence"	0
"RNA degradosome"	"BJP1.genes.Module.step.presence"	1
"Decapping complex"	"BJP1.genes.Module.step.presence"	0
"Lsm 2-8 complex"	"BJP1.genes.Module.step.presence"	0
"Lsm 1-7 complex"	"BJP1.genes.Module.step.presence"	0
"Sm core complex"	"BJP1.genes.Module.step.presence"	0
"Cap binding complex"	"BJP1.genes.Module.step.presence"	0
"p97-Ufd1-Npl4 complex"	"BJP1.genes.Module.step.presence"	1
"Sec61 complex"	"BJP1.genes.Module.step.presence"	1
"Translocon-associated protein (TRAP) complex"	"BJP1.genes.Module.step.presence"	0
"HRD1/SEL1 ERAD complex"	"BJP1.genes.Module.step.presence"	1
"COPII complex"	"BJP1.genes.Module.step.presence"	0
"THC complex"	"BJP1.genes.Module.step.presence"	0
"TREX complex"	"BJP1.genes.Module.step.presence"	0
"SCF-CDC4 complex"	"BJP1.genes.Module.step.presence"	0
"ESCRT-0 complex"	"BJP1.genes.Module.step.presence"	0
"ESCRT-I complex"	"BJP1.genes.Module.step.presence"	0
"ESCRT-II complex"	"BJP1.genes.Module.step.presence"	0
"SCF-GRR1 complex"	"BJP1.genes.Module.step.presence"	0
"ESCRT-III complex"	"BJP1.genes.Module.step.presence"	0
"FA core complex"	"BJP1.genes.Module.step.presence"	0
